Classe;FormaCappello;ColoreCappello;Lividi;Odore;Dim_Lamelle;RadiceGambo;ColoreGambo_sotto_anello;Habitat
Velenoso;Papillato;Marrone;No;Di pesce;Strette;Assente;Rosa;Bosco
Velenoso;Papillato;Marrone;No;Piccante;Strette;Assente;Bianco;Bosco
Velenoso;Convessa;Rosso;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Piatta;Rosso;No;Maleodorante;Strette;Assente;Rosa;Tra le foglie
Velenoso;Piatta;Marrone;No;Piccante;Strette;Assente;Rosa;Tra le foglie
Velenoso;Piatta;Rosso;No;Piccante;Strette;Assente;Bianco;Nei sentieri
Velenoso;Convessa;Rosso;No;Maleodorante;Strette;Assente;Bianco;Nei sentieri
Velenoso;Piatta;Marrone;No;Piccante;Strette;Assente;Bianco;Bosco
Velenoso;Piatta;Rosso;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Convessa;Marrone;No;Piccante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Convessa;Rosso;No;Maleodorante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Piatta;Rosso;No;Di pesce;Strette;Assente;Rosa;Nei sentieri
Velenoso;Convessa;Marrone;No;Di pesce;Strette;Assente;Rosa;Bosco
Velenoso;Piatta;Marrone;No;Maleodorante;Strette;Assente;Bianco;Nei sentieri
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Velenoso;Papillato;Marrone;No;Di pesce;Strette;Assente;Rosa;Nei sentieri
Velenoso;Piatta;Marrone;No;Di pesce;Strette;Assente;Bianco;Tra le foglie
Velenoso;Papillato;Rosso;No;Maleodorante;Strette;Assente;Bianco;Nei sentieri
Commestibile;Convessa;Cannella;Si;Nessuno;Larghe;Bulbo;Bianco;Nei sentieri
Commestibile;A campana;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Commestibile;Papillato;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Convessa;Marrone;No;Piccante;Strette;Assente;Rosa;Bosco
Velenoso;Papillato;Rosso;No;Maleodorante;Strette;Assente;Bianco;Nei sentieri
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Bianco;Bosco
Velenoso;A campana;Giallo;No;Nessuno;Strette;Gonfia;Giallo;Tra le foglie
Velenoso;Convessa;Rosso;No;Maleodorante;Strette;Assente;Bianco;Bosco
Commestibile;A campana;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Rosso;No;Maleodorante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Piatta;Rosso;No;Piccante;Strette;Assente;Bianco;Bosco
Velenoso;Piatta;Marrone;No;Di pesce;Strette;Assente;Bianco;Nei sentieri
Velenoso;Piatta;Rosso;No;Piccante;Strette;Assente;Rosa;Bosco
Commestibile;Papillato;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Marrone;No;Piccante;Strette;Assente;Bianco;Nei sentieri
Velenoso;Papillato;Rosso;No;Di pesce;Strette;Assente;Rosa;Bosco
Velenoso;Piatta;Rosso;No;Maleodorante;Strette;Assente;Bianco;Tra le foglie
Commestibile;A campana;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Piatta;Marrone;No;Piccante;Strette;Assente;Bianco;Bosco
Velenoso;Piatta;Marrone;No;Di pesce;Strette;Assente;Rosa;Nei sentieri
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Commestibile;Convessa;Rosa;Si;Nessuno;Larghe;Bulbo;Bianco;Nei sentieri
Velenoso;Piatta;Marrone;No;Di pesce;Strette;Assente;Rosa;Bosco
Velenoso;Papillato;Rosso;No;Di pesce;Strette;Assente;Rosa;Tra le foglie
Velenoso;Piatta;Marrone;No;Piccante;Strette;Assente;Rosa;Tra le foglie
Commestibile;A campana;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Convessa;Rosso;No;Maleodorante;Strette;Assente;Bianco;Nei sentieri
Velenoso;Piatta;Rosso;No;Di pesce;Strette;Assente;Rosa;Tra le foglie
Velenoso;Piatta;Rosso;No;Di pesce;Strette;Assente;Rosa;Tra le foglie
Velenoso;Papillato;Marrone;No;Maleodorante;Strette;Assente;Bianco;Bosco
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Commestibile;A campana;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Rosso;No;Di pesce;Strette;Assente;Bianco;Tra le foglie
Velenoso;Piatta;Marrone;No;Di pesce;Strette;Assente;Bianco;Tra le foglie
Commestibile;Piatta;Marrone;Si;Nessuno;Larghe;Bulbo;Bianco;Nei sentieri
Velenoso;Papillato;Marrone;No;Piccante;Strette;Assente;Rosa;Bosco
Velenoso;Papillato;Marrone;No;Di pesce;Strette;Assente;Rosa;Tra le foglie
Velenoso;Piatta;Marrone;No;Piccante;Strette;Assente;Rosa;Tra le foglie
Velenoso;Piatta;Rosso;No;Muffa;Larghe;Gonfia;Cannella;Bosco
Velenoso;Convessa;Rosso;No;Maleodorante;Strette;Assente;Rosa;Bosco
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Convessa;Marrone;No;Piccante;Strette;Assente;Rosa;Tra le foglie
Velenoso;Papillato;Rosso;No;Maleodorante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Papillato;Marrone;No;Maleodorante;Strette;Assente;Rosa;Tra le foglie
Velenoso;Piatta;Rosso;No;Maleodorante;Strette;Assente;Bianco;Nei sentieri
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Marrone;No;Piccante;Strette;Assente;Bianco;Bosco
Velenoso;Piatta;Marrone;No;Maleodorante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Papillato;Rosso;No;Di pesce;Strette;Assente;Rosa;Bosco
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Papillato;Marrone;No;Piccante;Strette;Assente;Rosa;Tra le foglie
Commestibile;Papillato;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Marrone;No;Maleodorante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Papillato;Marrone;No;Piccante;Strette;Assente;Rosa;Tra le foglie
Velenoso;Papillato;Marrone;No;Piccante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Bianco;Bosco
Velenoso;Convessa;Marrone;No;Di pesce;Strette;Assente;Rosa;Tra le foglie
Velenoso;Convessa;Rosso;No;Piccante;Strette;Assente;Rosa;Tra le foglie
Velenoso;Piatta;Rosso;No;Di pesce;Strette;Assente;Bianco;Nei sentieri
Velenoso;Papillato;Marrone;No;Maleodorante;Strette;Assente;Rosa;Bosco
Commestibile;A campana;Marrone;No;Nessuno;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Marrone;No;Maleodorante;Strette;Assente;Bianco;Nei sentieri
Velenoso;Papillato;Rosso;No;Maleodorante;Strette;Assente;Bianco;Bosco
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Marrone;No;Maleodorante;Strette;Assente;Rosa;Bosco
Velenoso;Papillato;Marrone;No;Di pesce;Strette;Assente;Bianco;Tra le foglie
Velenoso;Piatta;Marrone;No;Piccante;Strette;Assente;Bianco;Nei sentieri
Velenoso;Convessa;Marrone;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Commestibile;Papillato;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Piatta;Rosso;No;Maleodorante;Strette;Assente;Bianco;Bosco
Velenoso;Convessa;Rosso;No;Di pesce;Strette;Assente;Bianco;Nei sentieri
Velenoso;Convessa;Marrone;No;Maleodorante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Piatta;Marrone;No;Maleodorante;Strette;Assente;Bianco;Nei sentieri
Velenoso;Papillato;Marrone;No;Di pesce;Strette;Assente;Bianco;Tra le foglie
Velenoso;Papillato;Rosso;No;Maleodorante;Strette;Assente;Bianco;Nei sentieri
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Convessa;Rosso;No;Maleodorante;Strette;Assente;Rosa;Bosco
Commestibile;A campana;Marrone;No;Nessuno;Larghe;Bulbo;Marrone;Nei sentieri
Velenoso;Papillato;Rosso;No;Di pesce;Strette;Assente;Bianco;Nei sentieri
Velenoso;Convessa;Marrone;No;Maleodorante;Strette;Assente;Bianco;Nei sentieri
Velenoso;Convessa;Rosso;No;Maleodorante;Strette;Assente;Bianco;Nei sentieri
Velenoso;Piatta;Rosso;No;Piccante;Strette;Assente;Rosa;Tra le foglie
Commestibile;A campana;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Commestibile;Papillato;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Rosso;No;Muffa;Larghe;Gonfia;Cannella;Bosco
Velenoso;Papillato;Rosso;No;Di pesce;Strette;Assente;Rosa;Tra le foglie
Velenoso;Piatta;Rosso;No;Di pesce;Strette;Assente;Rosa;Bosco
Commestibile;Papillato;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Velenoso;Piatta;Rosso;No;Piccante;Strette;Assente;Bianco;Bosco
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Rosa;Bosco
Commestibile;Papillato;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Commestibile;Papillato;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Bianco;Bosco
Velenoso;Papillato;Marrone;No;Piccante;Strette;Assente;Rosa;Tra le foglie
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Bianco;Nei sentieri
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Commestibile;Papillato;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Commestibile;Papillato;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Rosso;No;Maleodorante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Convessa;Rosso;No;Piccante;Strette;Assente;Bianco;Nei sentieri
Commestibile;Papillato;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Rosso;No;Maleodorante;Strette;Assente;Bianco;Bosco
Commestibile;A campana;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Piatta;Marrone;No;Maleodorante;Strette;Assente;Bianco;Nei sentieri
Velenoso;Piatta;Marrone;No;Maleodorante;Strette;Assente;Rosa;Bosco
Commestibile;Papillato;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Piatta;Rosso;No;Di pesce;Strette;Assente;Rosa;Nei sentieri
Velenoso;Convessa;Rosso;No;Maleodorante;Strette;Assente;Bianco;Bosco
Commestibile;Convessa;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Commestibile;Papillato;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Piatta;Rosso;No;Piccante;Strette;Assente;Bianco;Bosco
Commestibile;Piatta;Grigio;Si;Nessuno;Larghe;Bulbo;Bianco;Nei sentieri
Velenoso;Papillato;Rosso;No;Di pesce;Strette;Assente;Rosa;Bosco
Velenoso;Convessa;Marrone;No;Di pesce;Strette;Assente;Rosa;Nei sentieri
Commestibile;Papillato;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Convessa;Rosso;No;Di pesce;Strette;Assente;Bianco;Bosco
Velenoso;Convessa;Marrone;No;Piccante;Strette;Assente;Rosa;Bosco
Velenoso;Papillato;Rosso;No;Di pesce;Strette;Assente;Bianco;Bosco
Velenoso;Convessa;Marrone;No;Di pesce;Strette;Assente;Bianco;Tra le foglie
Commestibile;Papillato;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Commestibile;Papillato;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Velenoso;Papillato;Cannella;No;Muffa;Larghe;Gonfia;Cannella;Bosco
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Commestibile;Papillato;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Velenoso;Papillato;Marrone;No;Di pesce;Strette;Assente;Rosa;Bosco
Velenoso;Papillato;Marrone;No;Piccante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Piatta;Marrone;No;Piccante;Strette;Assente;Bianco;Bosco
Velenoso;Piatta;Rosso;No;Di pesce;Strette;Assente;Rosa;Nei sentieri
Commestibile;Papillato;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Piatta;Rosso;No;Piccante;Strette;Assente;Rosa;Bosco
Velenoso;Piatta;Marrone;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Rosa;Tra le foglie
Commestibile;Papillato;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Commestibile;A campana;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Velenoso;Papillato;Marrone;No;Maleodorante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Convessa;Marrone;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Commestibile;A campana;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Velenoso;Papillato;Marrone;No;Di pesce;Strette;Assente;Bianco;Bosco
Velenoso;Papillato;Marrone;No;Di pesce;Strette;Assente;Bianco;Nei sentieri
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Piatta;Rosso;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Convessa;Rosso;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Convessa;Rosso;No;Di pesce;Strette;Assente;Bianco;Bosco
Velenoso;Convessa;Marrone;No;Piccante;Strette;Assente;Bianco;Bosco
Velenoso;Papillato;Marrone;No;Di pesce;Strette;Assente;Bianco;Bosco
Commestibile;Convessa;Rosa;Si;Nessuno;Larghe;Bulbo;Bianco;Nei sentieri
Velenoso;Piatta;Rosso;No;Di pesce;Strette;Assente;Rosa;Bosco
Velenoso;Convessa;Marrone;No;Muffa;Larghe;Gonfia;Cannella;Bosco
Velenoso;Papillato;Marrone;No;Maleodorante;Strette;Assente;Bianco;Tra le foglie
Commestibile;Papillato;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Marrone;No;Maleodorante;Strette;Assente;Bianco;Bosco
Velenoso;Piatta;Marrone;No;Di pesce;Strette;Assente;Bianco;Nei sentieri
Velenoso;Papillato;Marrone;No;Piccante;Strette;Assente;Bianco;Nei sentieri
Velenoso;Papillato;Rosso;No;Di pesce;Strette;Assente;Bianco;Bosco
Velenoso;Piatta;Rosso;No;Maleodorante;Strette;Assente;Bianco;Bosco
Commestibile;Piatta;Cannella;Si;Nessuno;Larghe;Bulbo;Bianco;Nei sentieri
Velenoso;Piatta;Marrone;No;Maleodorante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Papillato;Rosso;No;Maleodorante;Strette;Assente;Rosa;Bosco
Velenoso;Convessa;Rosso;No;Di pesce;Strette;Assente;Rosa;Tra le foglie
Velenoso;Piatta;Rosso;No;Di pesce;Strette;Assente;Rosa;Tra le foglie
Velenoso;Convessa;Marrone;No;Maleodorante;Strette;Assente;Bianco;Nei sentieri
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Velenoso;Piatta;Rosso;No;Piccante;Strette;Assente;Rosa;Bosco
Velenoso;Convessa;Rosso;No;Piccante;Strette;Assente;Bianco;Nei sentieri
Velenoso;Convessa;Rosso;No;Maleodorante;Strette;Assente;Bianco;Bosco
Velenoso;Convessa;Rosso;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Papillato;Rosso;No;Maleodorante;Strette;Assente;Rosa;Tra le foglie
Velenoso;Convessa;Rosso;No;Di pesce;Strette;Assente;Rosa;Tra le foglie
Commestibile;A campana;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Bianco;Nei sentieri
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Bianco;Tra le foglie
Commestibile;Papillato;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Velenoso;Piatta;Marrone;No;Muffa;Larghe;Gonfia;Cannella;Bosco
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Rosa;Bosco
Velenoso;Piatta;Marrone;No;Maleodorante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Papillato;Marrone;No;Maleodorante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Papillato;Rosso;No;Di pesce;Strette;Assente;Rosa;Tra le foglie
Velenoso;Papillato;Marrone;No;Di pesce;Strette;Assente;Bianco;Nei sentieri
Velenoso;Papillato;Marrone;No;Di pesce;Strette;Assente;Rosa;Tra le foglie
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Rosso;No;Maleodorante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Convessa;Cannella;No;Muffa;Larghe;Gonfia;Cannella;Bosco
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Bianco;Tra le foglie
Commestibile;A campana;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Marrone;No;Di pesce;Strette;Assente;Bianco;Bosco
Velenoso;Convessa;Rosso;No;Di pesce;Strette;Assente;Rosa;Nei sentieri
Velenoso;Piatta;Marrone;No;Maleodorante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Piatta;Rosso;No;Di pesce;Strette;Assente;Rosa;Nei sentieri
Velenoso;Papillato;Rosso;No;Maleodorante;Strette;Assente;Bianco;Bosco
Velenoso;Papillato;Rosso;No;Maleodorante;Strette;Assente;Rosa;Bosco
Commestibile;A campana;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Marrone;No;Muffa;Larghe;Gonfia;Cannella;Bosco
Velenoso;Piatta;Rosso;No;Di pesce;Strette;Assente;Bianco;Bosco
Velenoso;Papillato;Marrone;No;Maleodorante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Papillato;Marrone;No;Maleodorante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Convessa;Rosso;No;Piccante;Strette;Assente;Bianco;Tra le foglie
Commestibile;Convessa;Grigio;Si;Nessuno;Larghe;Bulbo;Bianco;Nei sentieri
Velenoso;Piatta;Marrone;No;Di pesce;Strette;Assente;Bianco;Bosco
Velenoso;Papillato;Rosso;No;Di pesce;Strette;Assente;Bianco;Nei sentieri
Commestibile;Papillato;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Convessa;Marrone;No;Piccante;Strette;Assente;Rosa;Bosco
Velenoso;Papillato;Marrone;No;Di pesce;Strette;Assente;Bianco;Bosco
Velenoso;Convessa;Rosso;No;Piccante;Strette;Assente;Bianco;Bosco
Commestibile;Papillato;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Piatta;Marrone;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Papillato;Rosso;No;Di pesce;Strette;Assente;Bianco;Nei sentieri
Velenoso;Piatta;Rosso;No;Maleodorante;Strette;Assente;Rosa;Tra le foglie
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Velenoso;Piatta;Marrone;No;Di pesce;Strette;Assente;Bianco;Bosco
Velenoso;Papillato;Rosso;No;Di pesce;Strette;Assente;Bianco;Bosco
Velenoso;Papillato;Rosso;No;Di pesce;Strette;Assente;Bianco;Bosco
Velenoso;Papillato;Rosso;No;Maleodorante;Strette;Assente;Bianco;Tra le foglie
Commestibile;A campana;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Commestibile;Papillato;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Commestibile;Convessa;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Rosso;No;Di pesce;Strette;Assente;Rosa;Bosco
Velenoso;Piatta;Rosso;No;Maleodorante;Strette;Assente;Rosa;Bosco
Velenoso;Papillato;Marrone;No;Piccante;Strette;Assente;Bianco;Bosco
Velenoso;Papillato;Marrone;No;Di pesce;Strette;Assente;Bianco;Nei sentieri
Commestibile;A campana;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Piatta;Marrone;No;Piccante;Strette;Assente;Rosa;Bosco
Commestibile;A campana;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Convessa;Marrone;No;Maleodorante;Strette;Assente;Bianco;Bosco
Velenoso;Convessa;Rosso;No;Maleodorante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Piatta;Cannella;No;Muffa;Larghe;Gonfia;Cannella;Bosco
Velenoso;Piatta;Marrone;No;Piccante;Strette;Assente;Rosa;Bosco
Velenoso;Convessa;Rosso;No;Piccante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Piatta;Marrone;No;Piccante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Piatta;Rosso;No;Maleodorante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Piatta;Rosso;No;Maleodorante;Strette;Assente;Rosa;Tra le foglie
Velenoso;Convessa;Rosso;No;Piccante;Strette;Assente;Bianco;Bosco
Commestibile;Papillato;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Convessa;Rosso;No;Di pesce;Strette;Assente;Bianco;Nei sentieri
Velenoso;Papillato;Marrone;No;Di pesce;Strette;Assente;Rosa;Tra le foglie
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Rosa;Tra le foglie
Velenoso;Convessa;Marrone;No;Di pesce;Strette;Assente;Rosa;Nei sentieri
Commestibile;A campana;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Convessa;Marrone;No;Piccante;Strette;Assente;Rosa;Tra le foglie
Velenoso;Piatta;Rosso;No;Piccante;Strette;Assente;Bianco;Bosco
Velenoso;Papillato;Marrone;No;Piccante;Strette;Assente;Bianco;Bosco
Commestibile;A campana;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Convessa;Marrone;No;Di pesce;Strette;Assente;Rosa;Nei sentieri
Velenoso;Piatta;Rosso;No;Di pesce;Strette;Assente;Bianco;Nei sentieri
Velenoso;Piatta;Rosso;No;Di pesce;Strette;Assente;Bianco;Bosco
Velenoso;Piatta;Marrone;No;Muffa;Larghe;Gonfia;Cannella;Bosco
Commestibile;A campana;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Piatta;Rosso;No;Maleodorante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Papillato;Marrone;No;Maleodorante;Strette;Assente;Rosa;Tra le foglie
Commestibile;Papillato;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Marrone;No;Maleodorante;Strette;Assente;Rosa;Tra le foglie
Velenoso;Convessa;Rosso;No;Piccante;Strette;Assente;Rosa;Tra le foglie
Commestibile;A campana;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Velenoso;Papillato;Marrone;No;Maleodorante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Piatta;Marrone;No;Piccante;Strette;Assente;Bianco;Tra le foglie
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Velenoso;Papillato;Marrone;No;Maleodorante;Strette;Assente;Bianco;Tra le foglie
Velenoso;Papillato;Marrone;No;Maleodorante;Strette;Assente;Rosa;Bosco
Velenoso;Papillato;Marrone;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Papillato;Marrone;No;Piccante;Strette;Assente;Bianco;Nei sentieri
Commestibile;Piatta;Cannella;Si;Nessuno;Larghe;Bulbo;Bianco;Nei sentieri
Commestibile;Piatta;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Commestibile;A campana;Bianco;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Rosso;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Commestibile;A campana;Grigio;No;Nessuno;Larghe;Assente;Bianco;Tra l'erba
Velenoso;Papillato;Rosso;No;Di pesce;Strette;Assente;Bianco;Nei sentieri
Velenoso;Papillato;Marrone;No;Piccante;Strette;Assente;Bianco;Bosco
Commestibile;Convessa;Marrone;No;Nessuno;Larghe;Assente;Arancione;Tra le foglie
Velenoso;Convessa;Rosso;No;Di pesce;Strette;Assente;Bianco;Nei sentieri
Velenoso;Convessa;Marrone;No;Maleodorante;Strette;Assente;Rosa;Bosco
Velenoso;Piatta;Rosso;No;Di pesce;Strette;Assente;Bianco;Tra le foglie
Velenoso;Piatta;Rosso;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Convessa;Rosso;No;Piccante;Strette;Assente;Rosa;Nei sentieri
Velenoso;Papillato;Rosso;No;Maleodorante;Strette;Assente;Bianco;Bosco
Commestibile;Papillato;Marrone;No;Nessuno;Larghe;Bulbo;Marrone;Bosco
Velenoso;Piatta;Rosso;No;Maleodorante;Strette;Assente;Bianco;Bosco
Velenoso;Papillato;Marrone;No;Piccante;Strette;Assente;Bianco;Nei sentieri
Velenoso;Piatta;Marrone;No;Di pesce;Strette;Assente;Bianco;Nei sentieri
